대학명,연도,학과,학과_원본명,모집인원,지원인원,합격인원,최종합격_토익환산점수,최종합격_토익원점수,최종합격_학점환산점수,최종합격_학점원점수_100점만점,비고,합격자기준
경북대학교,2024,지리교육과,지리교육과,2,9,2,85.1,842.49,48.04,90.2,,확인불가
경북대학교,2024,일반사회교육과,일반사회교육과,2,9,2,82.58,817.54,48.08,90.4,,확인불가
경북대학교,2024,수학교육과,수학교육과,4,10,2,69.95,692.5,48.7,93.5,,확인불가
경북대학교,2024,화학교육과,화학교육과,4,14,4,79.8,790.02,48.47,92.35,,확인불가
경북대학교,2024,생물교육과,생물교육과,5,15,4,76.39,756.26,48.19,90.95,,확인불가
경북대학교,2024,지구과학교육과,지구과학교육과,2,5,2,79.8,790.02,48.24,91.2,,확인불가
경북대학교,2024,가정교육과,가정교육과,4,14,4,59.85,592.51,48.41,92.05,,확인불가
경북대학교,2024,아동학부(아동학전공),아동학부(아동학전공),4,9,3,66.66,659.93,46.64,83.2,,확인불가
경북대학교,2024,아동학부(아동가족학전공),아동학부(아동가족학전공),4,14,4,89.9,890.01,48.25,91.25,,확인불가
경북대학교,2024,의류학과,의류학과,3,27,3,91.92,910.01,48.16,90.8,,확인불가
경북대학교,2024,식품영양학과,식품영양학과,2,14,2,89.4,885.06,48.52,92.6,,확인불가
경북대학교,2024,간호학과,간호학과,8,71,6,94.27,933.27,48.46,92.3,,확인불가
경북대학교,2024,전자공학부,전자공학부,76,229,42,83.67,828.33,48.45,92.25,,확인불가
경북대학교,2024,컴퓨터학부,컴퓨터학부,14,100,14,93.4,924.66,48.62,93.1,,확인불가
경북대학교,2024,컴퓨터학부(글로벌소프트웨어융합전공),컴퓨터학부(글로벌소프트웨어융합전공),11,68,11,93.16,922.28,48.16,90.8,,확인불가
경북대학교,2024,전기공학과,전기공학과,7,61,7,90.4,894.96,49.22,96.1,,확인불가
경북대학교,2024,생태환경시스템학부(식물자원환경전공),생태환경시스템학부(식물자원환경전공),4,2,2,37.37,369.96,48.29,91.45,,확인불가
경북대학교,2024,말/특수동물학과,말/특수동물학과,2,5,2,53.79,532.52,48.42,92.1,,확인불가
경북대학교,2024,식품외식산업학과,식품외식산업학과,4,3,3,66.0,653.4,47.6,88.0,,확인불가
경북대학교,2024,소프트웨어학과,소프트웨어학과,3,4,2,56.06,554.99,48.17,90.85,,확인불가
부경대학교,2024,국어국문학과,국어국문학과,3,14,3,152.19,753.33,97.71,97.71,,최종
부경대학교,2024,영어영문학부,영어영문학부,13,35,11,177.69,879.55,97.3,97.3,,최종
부경대학교,2024,일본어문학전공,일본어문학전공,5,9,4,158.08,782.5,95.65,95.65,,최종
부경대학교,2024,일본어문학전공,일본학전공,5,4,4,137.63,681.25,95.17,95.17,,최종
부경대학교,2024,사학과,사학과,7,12,4,120.96,598.75,93.68,93.68,,최종
부경대학교,2024,경제학과,경제학과,16,29,16,160.29,793.44,97.32,97.32,,최종
부경대학교,2024,법학과,법학과,10,22,10,145.86,722.0,96.04,96.04,,최종
부경대학교,2024,행정학전공,행정학전공,8,15,8,157.32,778.75,96.88,96.88,,최종
부경대학교,2024,사회복지학전공,사회복지학전공,2,7,2,,,,,,최종
부경대학교,2024,국제학전공,국제학전공,6,13,5,158.99,787.0,95.5,95.5,,최종
부경대학교,2024,국제개발협력학전공,국제개발협력학전공,8,16,8,149.24,738.75,95.8,95.8,,최종
부경대학교,2024,중국학과,중국학과,4,8,3,162.63,805.0,97.05,97.05,,최종
부경대학교,2024,정치외교학과,정치외교학과,6,21,6,176.09,871.67,96.88,96.88,,최종
부경대학교,2024,응용수학과,응용수학과,6,4,3,129.63,641.67,95.9,95.9,,최종
부경대학교,2024,물리학과,물리학과,6,20,5,143.64,711.0,95.68,95.68,,최종
부경대학교,2024,화학과,화학과,13,21,7,143.58,710.71,96.15,96.15,,최종
부경대학교,2024,미생물학과,미생물학과,3,3,1,,,,,,최종
부경대학교,2024,과학컴퓨팅학과,과학컴퓨팅학과,3,2,2,,,,,,최종
부경대학교,2024,경영학전공,경영학전공,16,81,15,183.77,909.67,96.45,96.45,,최종
부경대학교,2024,회계·재무학전공,회계·재무학전공,6,33,6,172.22,852.5,97.27,97.27,,최종
부경대학교,2024,관광경영학전공,관광경영학전공,4,19,4,179.04,886.25,98.25,98.25,,최종
부경대학교,2024,국제통상학전공,국제통상학전공,6,21,6,169.53,839.17,97.45,97.45,,최종
부경대학교,2024,국제무역물류학전공,국제무역물류학전공,5,22,5,182.22,902.0,98.63,98.63,,최종
부경대학교,2024,국제경영학전공,국제경영학전공,5,21,5,185.05,916.0,97.05,97.05,,최종
부경대학교,2024,전기공학전공,전기공학전공,16,52,16,169.76,840.31,97.94,97.94,,최종
부경대학교,2024,제어계측공학전공,제어계측공학전공,6,6,4,138.64,686.25,96.89,96.89,,최종
부경대학교,2024,디스플레이반도체공학전공,디스플레이반도체공학전공,7,9,7,120.63,597.14,96.08,96.08,,최종
부경대학교,2024,기계공학전공,기계공학전공,13,27,10,152.42,754.5,96.0,96.0,,최종
부경대학교,2024,기계설계공학전공,기계설계공학전공,14,32,14,153.68,760.71,96.83,96.83,,최종
부경대학교,2024,냉동공조공학전공,냉동공조공학전공,7,18,7,154.55,765.0,96.63,96.63,,최종
부경대학교,2024,기계시스템공학전공,기계시스템공학전공,5,6,4,121.97,603.75,95.99,95.99,,최종
부경대학교,2024,조선해양시스템공학전공,조선해양시스템공학전공,3,6,3,147.81,731.67,94.93,94.93,,최종
부경대학교,2024,화학공학과,화학공학과,16,23,12,137.88,682.5,96.68,96.68,,최종
부경대학교,2024,공업화학전공,공업화학전공,8,3,3,137.71,681.67,97.24,97.24,,최종
부경대학교,2024,고분자공학전공,고분자공학전공,11,6,3,134.34,665.0,96.7,96.7,,최종
부경대학교,2024,나노융합공학전공,나노융합공학전공,6,9,4,143.69,711.25,97.29,97.29,,최종
부경대학교,2024,산업경영공학전공,산업경영공학전공,4,13,4,147.47,730.0,96.73,96.73,,최종
부경대학교,2024,기술·데이터공학전공,기술·데이터공학전공,3,10,3,132.66,656.67,95.37,95.37,,최종
부경대학교,2024,안전공학전공,안전공학전공,8,15,6,126.43,625.83,97.17,97.17,,최종
부경대학교,2024,소방공학과,소방공학과,5,10,0,,,,,,최종
부경대학교,2024,금속공학전공,금속공학전공,4,5,3,136.7,676.67,96.64,96.64,,최종
부경대학교,2024,재료공학전공,재료공학전공,6,10,5,155.35,769.0,97.08,97.08,,최종
부경대학교,2024,신소재시스템공학전공,신소재시스템공학전공,7,13,7,148.92,737.14,95.5,95.5,,최종
부경대학교,2024,건축공학과,건축공학과,7,16,6,141.92,702.5,96.6,96.6,,최종
부경대학교,2024,토목공학전공,토목공학전공,10,18,10,141.92,702.5,96.61,96.61,,최종
부경대학교,2024,생태공학전공,생태공학전공,3,2,2,,,,,,최종
부경대학교,2024,식품공학전공,식품공학전공,4,15,4,158.59,785.0,96.7,96.7,,최종
부경대학교,2024,식품영양학전공,식품영양학전공,4,14,4,137.37,680.0,98.6,98.6,,최종
부경대학교,2024,생물공학과,생물공학과,5,8,4,137.63,681.25,94.22,94.22,,최종
부경대학교,2024,해양생산시스템관리학부,해양생산시스템관리학부,9,8,6,124.58,616.67,96.25,96.25,,최종
부경대학교,2024,양식응용생명과학전공,양식응용생명과학전공,8,8,8,139.65,691.25,96.38,96.38,,최종
부경대학교,2024,자원생물학전공,자원생물학전공,4,23,4,143.43,710.0,96.17,96.17,,최종
부경대학교,2024,수산생명의학과,수산생명의학과,6,11,6,174.75,865.0,96.91,96.91,,최종
부경대학교,2024,해양수산경영학전공,해양수산경영학전공,5,13,5,165.86,821.0,95.64,95.64,,최종
부경대학교,2024,자원환경경제학전공,자원환경경제학전공,2,2,2,,,,,,최종
부경대학교,2024,환경공학전공,환경공학전공,6,9,6,127.44,630.83,95.26,95.26,,최종
부경대학교,2024,해양학전공,해양학전공,7,7,5,124.04,614.0,93.19,93.19,,최종
부경대학교,2024,환경지질과학전공,환경지질과학전공,5,7,3,123.57,611.67,97.41,97.41,,최종
부경대학교,2024,환경대기과학전공,환경대기과학전공,9,5,2,,,,,,최종
부경대학교,2024,위성정보융합공학전공,위성정보융합공학전공,4,2,1,,,,,,최종
부경대학교,2024,해양공학과,해양공학과,10,7,4,119.7,592.5,94.42,94.42,,최종
부경대학교,2024,에너지자원공학과,에너지자원공학과,5,6,5,134.75,667.0,96.69,96.69,,최종
부경대학교,2024,빅데이터융합전공,빅데이터융합전공,1,3,1,,,,,,최종
부경대학교,2024,통계·데이터사이언스전공,통계·데이터사이언스전공,3,10,3,150.17,743.33,98.23,98.23,,최종
부경대학교,2024,언론정보전공,언론정보전공,3,12,3,153.54,760.0,96.77,96.77,,최종
부경대학교,2024,의공학전공,의공학전공,8,4,1,,,,,,최종
부경대학교,2024,전자공학전공,전자공학전공,9,38,9,167.79,830.56,96.26,96.26,,최종
부경대학교,2024,정보통신공학전공,정보통신공학전공,6,8,5,145.86,722.0,96.32,96.32,,최종
부경대학교,2024,컴퓨터공학전공,컴퓨터공학전공,18,67,18,167.51,829.17,96.76,96.76,,최종
부산대학교,2024,국어국문학과,국어국문학과,4,23,4,,880.0,,94.9,,최종
부산대학교,2024,중어중문학과,중어중문학과,5,18,5,,900.0,,92.9,,최종
부산대학교,2024,일어일문학과,일어일문학과,6,25,6,,866.7,,91.3,,최종
부산대학교,2024,영어영문학과,영어영문학과,6,33,6,,952.5,,96.4,,최종
부산대학교,2024,불어불문학과,불어불문학과,2,7,2,,890.0,,92.5,,최종
부산대학교,2024,독어독문학과,독어독문학과,6,15,6,,855.8,,92.1,,최종
부산대학교,2024,노어노문학과,노어노문학과,3,8,0,,,,,,최종
부산대학교,2024,한문학과,한문학과,4,11,3,,553.3,,94.6,,최종
부산대학교,2024,언어정보학과,언어정보학과,7,21,6,,876.7,,93.2,,최종
부산대학교,2024,사학과,사학과,6,20,6,,829.2,,92.2,,최종
부산대학교,2024,철학과,철학과,4,15,4,,866.3,,91.7,,최종
부산대학교,2024,고고학과,고고학과,3,13,2,,845.0,,94.3,,최종
부산대학교,2024,행정학과,행정학과,3,11,2,,802.5,,95.4,,최종
부산대학교,2024,정치외교학과,정치외교학과,6,28,6,,938.3,,95.0,,최종
부산대학교,2024,사회복지학과,사회복지학과,4,19,4,,835.0,,92.1,,최종
부산대학교,2024,사회학과,사회학과,7,29,7,,804.3,,95.7,,최종
부산대학교,2024,심리학과,심리학과,3,29,3,,938.3,,97.2,,최종
부산대학교,2024,문헌정보학과,문헌정보학과,3,13,3,,893.3,,94.5,,최종
부산대학교,2024,미디어커뮤니케이션학과,미디어커뮤니케이션학과,3,27,3,,948.3,,95.4,,최종
부산대학교,2024,수학과,수학과,5,20,2,,705.0,,88.8,,최종
부산대학교,2024,통계학과,통계학과,5,20,5,,852.0,,94.6,,최종
부산대학교,2024,물리학과,물리학과,13,19,4,,700.0,,90.5,,최종
부산대학교,2024,화학과,화학과,14,43,13,,831.9,,95.1,,최종
부산대학교,2024,생명과학과,생명과학과,15,47,15,,884.3,,93.7,,최종
부산대학교,2024,미생물학과,미생물학과,10,24,7,,819.3,,93.4,,최종
부산대학교,2024,분자생물학과,분자생물학과,7,18,7,,853.6,,94.0,,최종
부산대학교,2024,지질환경과학과,지질환경과학과,13,17,7,,723.6,,89.2,,최종
부산대학교,2024,대기환경과학과,대기환경과학과,9,14,3,,653.3,,92.3,,최종
부산대학교,2024,해양학과,해양학과,11,22,10,,802.8,,92.4,,최종
부산대학교,2024,기계공학부,기계공학부,40,152,11,,806.4,,93.4,,최종
부산대학교,2024,고분자공학과,고분자공학과,10,12,3,,753.3,,91.0,,최종
부산대학교,2024,유기소재스템공학과,유기소재스템공학과,12,14,3,,846.7,,91.8,,최종
부산대학교,2024,화공생명환경공학부(화공생명공학전공),화공생명환경공학부(화공생명공학전공),5,22,0,,,,,,최종
부산대학교,2024,화공생명환경공학부(환경공학전공),화공생명환경공학부(환경공학전공),11,30,11,,726.4,,92.1,,최종
부산대학교,2024,재료공학부,재료공학부,4,21,1,,,,,,최종
부산대학교,2024,전기전자공학부(전자공학전공),전기전자공학부(전자공학전공),13,55,2,,857.5,,95.0,,최종
부산대학교,2024,전기전자공학부(전기공학전공),전기전자공학부(전기공학전공),10,73,6,,826.7,,94.3,,최종
부산대학교,2024,건축공학과,건축공학과,5,31,3,,781.7,,93.4,,최종
부산대학교,2024,건축학과,건축학과,10,50,10,,859.5,,92.1,,최종
부산대학교,2024,도시공학과,도시공학과,5,20,4,,767.5,,93.3,,최종
부산대학교,2024,사회기반시스템공학과,사회기반시스템공학과,21,29,3,,723.3,,90.8,,최종
부산대학교,2024,항공우주공학과,항공우주공학과,4,13,1,,,,,,최종
부산대학교,2024,산업공학과,산업공학과,5,24,3,,840.0,,93.3,,최종
부산대학교,2024,조선·해양공학과,조선해양공학과,11,21,7,,796.4,,94.6,,최종
부산대학교,2024,교육학과,교육학과,2,11,1,,,,,,최종
부산대학교,2024,특수교육과,특수교육과,1,8,1,,,,,,최종
부산대학교,2024,지리교육과,지리교육과,1,11,1,,,,,,최종
부산대학교,2024,수학교육과,수학교육과,3,17,1,,,,,,최종
부산대학교,2024,물리교육과,물리교육과,1,4,0,,,,,,최종
부산대학교,2024,생물교육과,생물교육과,1,9,1,,,,,,최종
부산대학교,2024,경영학과,경영학과,10,99,3,,961.7,,95.0,,최종
부산대학교,2024,무역학부,무역학부,3,27,1,,,,,,최종
부산대학교,2024,경제학부,경제학부,9,49,9,,931.1,,95.0,,최종
부산대학교,2024,국제학부,국제학부,5,8,2,,970.0,,94.7,,최종
부산대학교,2024,관광컨벤션학과,관광컨벤션학과,2,15,1,,,,,,최종
부산대학교,2024,공공정책학부,공공정책학부,2,10,0,,,,,,최종
부산대학교,2024,간호학과,간호학과,13,104,4,,956.3,,95.1,,최종
부산대학교,2024,아동가족학과,아동가족학과,3,12,3,,853.3,,92.7,,최종
부산대학교,2024,의류학과,의류학과,9,53,9,,835.6,,95.5,,최종
부산대학교,2024,식품영양학과,식품영양학과,5,29,3,,931.7,,97.6,,최종
부산대학교,2024,나노에너지공학과,나노에너지공학과,3,9,3,,638.3,,93.6,,최종
부산대학교,2024,나노메카트로닉스공학과,나노메카트로닉스공학과,8,9,2,,780.0,,93.6,,최종
부산대학교,2024,광메카트로닉스공학과,광메카트로닉스공학과,7,8,4,,796.3,,87.7,,최종
부산대학교,2024,식물생명과학과,식물생명과학과,2,1,0,,,,,,최종
부산대학교,2024,원예생명과학과,원예생명과학과,5,8,3,,688.3,,88.6,,최종
부산대학교,2024,동물생명자원과학과,동물생명자원과학과,6,4,0,,,,,,최종
부산대학교,2024,식품공학과,식품공학과,3,14,3,,758.3,,89.6,,최종
부산대학교,2024,생명환경화학과,생명환경화학과,5,5,2,,495.0,,94.8,,최종
부산대학교,2024,바이오소재과학과,바이오소재과학과,5,3,1,,,,,,최종
부산대학교,2024,바이오산업기계공학과,바이오산업기계공학과,2,4,1,,,,,,최종
부산대학교,2024,IT응용공학과,IT응용공학과,1,4,1,,,,,,최종
부산대학교,2024,바이오환경에너지학과,바이오환경에너지학과,3,2,1,,,,,,최종
부산대학교,2024,조경학과,조경학과,6,10,3,,561.7,,88.2,,최종
부산대학교,2024,식품자원경제학과,식품자원경제학과,2,7,1,,,,,,최종
부산대학교,2024,의생명융합공학부(의생명공학전공),의생명융합공학부(의생명공학전공),12,10,3,,633.3,,93.9,,최종
부산대학교,2024,의생명융합공학부(데이터사이언스전공),의생명융합공학부(데이터사이언스전공),12,21,12,,772.9,,92.8,,최종
부산대학교,2024,정보컴퓨터공학부,정보컴퓨터공학부,18,114,18,,928.3,,95.7,,최종
부산대학교,2024,예술문화영상학과,예술문화영상학과,6,29,6,,785.8,,92.0,,최종
인천대학교,2024,영어영문학과,영어영문학과,8,33,,,899.0,,,,최종
인천대학교,2024,독어독문학과,독어독문학과,4,13,,,879.0,,,,최종
인천대학교,2024,불어불문학과,불어불문학과,6,29,,,783.0,,,,최종
인천대학교,2024,일본지역문화학과,일어일문학과,4,17,,,838.0,,,,최종
인천대학교,2024,중어중국학과,중어중국학과,4,18,,,814.0,,,,최종
인천대학교,2024,수학과,수학과,4,13,,,754.0,,,,최종
인천대학교,2024,물리학과,물리학과,2,10,,,720.0,,,,최종
인천대학교,2024,화학과,화학과,11,27,,,663.0,,,,최종
인천대학교,2024,패션산업학과,패션산업학과,2,28,,,923.0,,,,최종
인천대학교,2024,해양학과,해양학과,2,18,,,845.0,,,,최종
인천대학교,2024,사회복지학과,사회복지학과,2,12,,,850.0,,,,최종
인천대학교,2024,신문방송학과,신문방송학과,3,37,,,888.0,,,,최종
인천대학교,2024,문헌정보학과,문헌정보학과,4,17,,,850.0,,,,최종
인천대학교,2024,창의인재개발학과,창의인재개발학과,5,21,,,841.0,,,,최종
인천대학교,2024,행정학과,행정학과,5,25,,,881.0,,,,최종
인천대학교,2024,정치외교학과,정치외교학과,7,21,,,784.0,,,,최종
인천대학교,2024,경제학과,경제학과,9,33,,,845.0,,,,최종
인천대학교,2024,무역학부,무역학부,14,58,,,890.0,,,,최종
인천대학교,2024,소비자학과,소비자학과,3,24,,,908.0,,,,최종
인천대학교,2024,기계공학과,기계공학과,21,99,,,863.0,,,,최종
인천대학교,2024,전기공학과,전기공학과,12,44,,,821.0,,,,최종
인천대학교,2024,전자공학과,전자공학과,12,53,,,828.0,,,,최종
인천대학교,2024,산업경영공학과,산업경영공학과,7,28,,,855.0,,,,최종
인천대학교,2024,신소재공학과,신소재공학과,6,41,,,759.0,,,,최종
인천대학교,2024,안전공학과,안전공학과,2,16,,,918.0,,,,최종
인천대학교,2024,에너지화학공학과,에너지화학공학과,6,33,,,845.0,,,,최종
인천대학교,2024,메카트로닉스공학과,메카트로닉스공학과,5,20,,,835.0,,,,최종
인천대학교,2024,컴퓨터공학부,컴퓨터공학부,9,84,,,889.0,,,,최종
인천대학교,2024,정보통신공학과,정보통신공학과,11,39,,,829.0,,,,최종
인천대학교,2024,임베디드시스템공학과,임베디드시스템공학과,9,39,,,842.0,,,,최종
인천대학교,2024,경영학부,경영학부,15,107,,,871.0,,,,최종
인천대학교,2024,세무회계학과,세무회계학과,2,17,,,845.0,,,,최종
인천대학교,2024,수학교육과,수학교육과,3,7,,,580.0,,,,최종
인천대학교,2024,유아교육과,유아교육과,1,7,,,,,,,최종
인천대학교,2024,역사교육과,역사교육과,1,7,,,,,,,최종
인천대학교,2024,윤리교육과,윤리교육과,1,8,,,,,,,최종
인천대학교,2024,도시행정학과,도시행정학과,3,18,,,642.0,,,,최종
인천대학교,2024,건설환경공학전공,건설환경공학전공,7,26,,,783.0,,,,최종
인천대학교,2024,환경공학전공,환경공학전공,3,12,,,782.0,,,,최종
인천대학교,2024,도시공학과,도시공학과,4,21,,,818.0,,,,최종
인천대학교,2024,건축공학전공,건축공학전공,3,13,,,837.0,,,,최종
인천대학교,2024,도시건축학전공,도시건축학전공,6,15,,,814.0,,,,최종
인천대학교,2024,생명과학전공,생명과학전공,3,19,,,818.0,,,,최종
인천대학교,2024,분자의생명전공,분자의생명전공,2,11,,,800.0,,,,최종
인천대학교,2024,생명공학전공,생명공학전공,2,20,,,845.0,,,,최종
인천대학교,2024,나노바이오공학전공,나노바이오전공,2,9,,,730.0,,,,최종
인천대학교,2024,법학부,법학부,9,45,,,848.0,,,,최종
전남대학교,2024,간호학과,간호학과,20,124,20,,943.16,,93.25,,확인불가
전남대학교,2024,경영학부,경영학부,32,115,30,,881.67,,92.92,,확인불가
전남대학교,2024,경제학부,경제학부,9,35,9,,815.0,,93.68,,확인불가
전남대학교,2024,건축학부,건축학부,3,12,3,,821.67,,88.99,,확인불가
전남대학교,2024,건축·도시설계전공,건축·도시설계전공,2,16,2,,,,,,확인불가
전남대학교,2024,건축학부,건축공학전공,5,18,5,,840.0,,93.08,,확인불가
전남대학교,2024,토목공학과,토목공학과,7,29,7,,787.86,,94.55,,확인불가
전남대학교,2024,환경에너지공학과,환경에너지공학과,3,13,3,,,,,,확인불가
전남대학교,2024,에너지자원공학과,에너지자원공학과,6,13,4,,,,,,확인불가
전남대학교,2024,기계공학부,기계공학부,19,63,15,,829.67,,93.14,,확인불가
전남대학교,2024,신소재공학부,신소재공학부,9,35,9,,779.44,,92.88,,확인불가
전남대학교,2024,전자공학과,전자공학과,8,41,8,,888.75,,93.31,,확인불가
전남대학교,2024,컴퓨터정보통신공학과,컴퓨터정보통신공학과,9,50,4,,,,,,확인불가
전남대학교,2024,소프트웨어공학과,소프트웨어공학과,5,24,5,,864.0,,93.75,,확인불가
전남대학교,2024,화학공정전공,화학공정전공,14,20,7,,,,,,확인불가
전남대학교,2024,화공안전전공,화공안전전공,5,6,1,,,,,,확인불가
전남대학교,2024,화공소재전공,화공소재전공,21,34,5,,,,,,확인불가
전남대학교,2024,고분자융합소재공학부,고분자융합소재공학부,5,10,5,,,,,,확인불가
전남대학교,2024,고분자공학전공,고분자공학전공,6,10,5,,669.0,,92.1,,확인불가
전남대학교,2024,융합섬유공학전공,융합섬유공학전공,4,6,3,,,,,,확인불가
전남대학교,2024,산업공학과,산업공학과,2,10,2,,890.0,,87.0,,확인불가
전남대학교,2024,전기공학과,전기공학과,14,60,14,,899.29,,94.65,,확인불가
전남대학교,2024,생물공학과,생물공학과,9,17,7,,759.29,,92.55,,확인불가
전남대학교,2024,응용식물학과,응용식물학과,3,12,3,,663.33,,91.87,,확인불가
전남대학교,2024,원예생명공학과,원예생명공학과,1,5,1,,,,,,확인불가
전남대학교,2024,응용생물학과,응용생물학과,4,8,3,,846.67,,93.67,,확인불가
전남대학교,2024,산림자원학과,산림자원학과,2,9,2,,772.5,,91.05,,확인불가
전남대학교,2024,임산공학과,임산공학과,4,10,4,,652.5,,89.91,,확인불가
전남대학교,2024,조경학과,조경학과,3,13,3,,,,,,확인불가
전남대학교,2024,농생명화학과,농생명화학과,2,4,2,,,,,,확인불가
전남대학교,2024,식품공학과,식품공학과,2,10,2,,815.0,,93.53,,확인불가
전남대학교,2024,분자생명공학과,분자생명공학과,3,6,3,,733.33,,91.73,,확인불가
전남대학교,2024,동물자원과학전공,동물자원과학전공,3,13,3,,793.33,,89.71,,확인불가
전남대학교,2024,동물생명과학전공,동물생명과학전공,3,9,3,,741.67,,90.76,,확인불가
전남대학교,2024,지역·바이오시스템공학과,지역·바이오시스템공학과,6,15,6,,674.17,,90.32,,확인불가
전남대학교,2024,바이오에너지공학과,바이오에너지공학과,5,12,2,,400.0,,90.95,,확인불가
전남대학교,2024,농업경제학과,농업경제학과,1,7,1,,,,,,확인불가
전남대학교,2024,국어교육과,국어교육과,6,14,5,,747.0,,90.73,,확인불가
전남대학교,2024,영어교육과,영어교육과,1,11,1,,,,,,확인불가
전남대학교,2024,교육학과,교육학과,4,12,3,,786.67,,95.61,,확인불가
전남대학교,2024,지리교육과,지리교육과,3,6,2,,587.5,,93.5,,확인불가
전남대학교,2024,역사교육과,역사교육과,1,4,1,,,,,,확인불가
전남대학교,2024,수학교육과,수학교육과,7,10,2,,,,,,확인불가
전남대학교,2024,물리교육과,물리교육과,1,1,1,,,,,,확인불가
전남대학교,2024,화학교육과,화학교육과,2,12,1,,,,,,확인불가
전남대학교,2024,생물교육과,생물교육과,1,3,1,,,,,,확인불가
전남대학교,2024,지구과학교육과,지구과학교육과,1,2,1,,,,,,확인불가
전남대학교,2024,가정교육과,가정교육과,3,7,2,,,,,,확인불가
전남대학교,2024,유아특수교육전공,유아특수교육전공,3,6,1,,,,,,확인불가
전남대학교,2024,초등특수교육전공,초등특수교육전공,1,4,1,,,,,,확인불가
전남대학교,2024,중등특수교육전공,중등특수교육전공,1,2,1,,,,,,확인불가
전남대학교,2024,정치외교학과,정치외교학과,7,18,6,,842.5,,92.17,,확인불가
전남대학교,2024,사회학과,사회학과,2,9,2,,735.0,,89.75,,확인불가
전남대학교,2024,심리학과,심리학과,3,18,3,,850.0,,94.06,,확인불가
전남대학교,2024,문헌정보학과,문헌정보학과,3,16,3,,830.0,,95.32,,확인불가
전남대학교,2024,신문방송학과,신문방송학과,3,17,3,,943.33,,93.33,,확인불가
전남대학교,2024,지리학과,지리학과,5,11,5,,681.0,,90.31,,확인불가
전남대학교,2024,문화인류고고학과,문화인류고고학과,1,3,1,,,,,,확인불가
전남대학교,2024,행정학과,행정학과,8,22,8,,828.75,,96.87,,확인불가
전남대학교,2024,생활복지학과,생활복지학과,2,15,2,,750.0,,91.25,,확인불가
전남대학교,2024,식품영양과학부,식품영양과학부,5,18,5,,784.0,,93.13,,확인불가
전남대학교,2024,의류학과,의류학과,6,21,6,,779.17,,89.45,,확인불가
전남대학교,2024,국어국문학과,국어국문학과,9,18,9,,692.78,,92.74,,확인불가
전남대학교,2024,영어영문학과,영어영문학과,5,18,5,,841.0,,91.8,,확인불가
전남대학교,2024,독일언어문학과,독일언어문학과,8,15,8,,746.43,,91.2,,확인불가
전남대학교,2024,불어불문학과,불어불문학과,5,10,2,,525.0,,93.87,,확인불가
전남대학교,2024,중어중문학과,중어중문학과,8,20,6,,805.0,,93.52,,확인불가
전남대학교,2024,일어일문학과,일어일문학과,10,27,9,,798.89,,94.0,,확인불가
전남대학교,2024,사학과,사학과,4,10,4,,751.25,,91.52,,확인불가
전남대학교,2024,철학과,철학과,8,18,8,,630.63,,91.01,,확인불가
전남대학교,2024,수학과,수학과,6,8,3,,,,,,확인불가
전남대학교,2024,통계학과,통계학과,4,17,4,,,,,,확인불가
전남대학교,2024,물리학과,물리학과,8,11,8,,629.38,,89.04,,확인불가
전남대학교,2024,지질환경전공,지질환경전공,5,9,1,,,,,,확인불가
전남대학교,2024,해양환경전공,해양환경전공,3,8,2,,637.5,,82.75,,확인불가
전남대학교,2024,생물학과,생물학과,6,16,6,,669.17,,90.1,,확인불가
전남대학교,2024,화학과,화학과,5,17,5,,794.0,,90.51,,확인불가
전남대학교,2024,생명과학기술학부,생명과학기술학부,9,13,9,,689.44,,90.13,,확인불가
전남대학교,2024,생명과학전공,생명과학전공,2,4,2,,767.5,,91.42,,확인불가
전남대학교,2024,시스템생명공학전공,시스템생명공학전공,1,1,1,,,,,,확인불가
전남대학교,2024,인공지능학부,인공지능학부,10,35,5,,,,,,확인불가
전남대학교,2024,지능형모빌리티융합학과,지능형모빌리티융합학과,2,6,2,,,,,,확인불가
전남대학교,2024,빅데이터융합학과,빅데이터융합학과,4,19,4,,663.75,,93.85,,확인불가
전남대학교,2024,자율전공학부(4년),자율전공학부(4년),5,17,5,,886.0,,94.84,,확인불가
전북대학교,2024,건축공학과,건축공학과,9,26,9,,722.22,,90.61,,최종
전북대학교,2024,고분자.나노공학,고분자.나노공학,7,16,3,,598.33,,83.47,,최종
전북대학교,2024,유기소재섬유공학,유기소재섬유공학,6,9,4,,572.5,,87.99,,최종
전북대학교,2024,기계공학과,기계공학과,5,18,4,,752.5,,93.71,,최종
전북대학교,2024,기계설계공학,기계설계공학,11,25,11,,745.0,,91.23,,최종
전북대학교,2024,나노바이오기계시스템공학,나노바이오기계시스템공학,4,8,4,,651.25,,86.19,,최종
전북대학교,2024,응용기계공학,응용기계공학,9,20,9,,619.44,,92.32,,최종
전북대학교,2024,도시공학과,도시공학과,2,14,2,,875.0,,91.3,,최종
전북대학교,2024,바이오메디컬공학부,바이오메디컬공학부,4,8,4,,722.5,,92.48,,최종
전북대학교,2024,산업정보시스템공학과,산업정보시스템공학과,3,13,3,,783.33,,92.1,,최종
전북대학교,2024,소프트웨어공학과,소프트웨어공학과,4,25,4,,725.25,,89.65,,최종
전북대학교,2024,전자재료공학,전자재료공학,4,19,3,,705.0,,93.5,,최종
전북대학교,2024,정보소재공학,정보소재공학,3,10,3,,623.33,,89.64,,최종
